Reference,Age_description,Age_Ma,Age_old,Age_young,CO2_ppm,type,CO2_low,CO2_high,CO2_range,Distribution,reported_CO2_ppm,reported_CO2_low,reported_CO2_high,reported_S_ppm,S_used,Notes
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,204.4,,,1854,mean,1122,2586,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,2782,1684,3880,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,204.6,,,1427,mean,872,1983,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,2141,1308,2974,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,204.6,,,1973,mean,1252,2695,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,2960,1877,4043,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,204.7,,,2024,mean,1270,2778,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3036,1905,4167,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,205.9,,,2158,mean,1351,2965,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3237,2027,4447,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,205.9,,,2104,mean,1317,2891,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3156,1975,4337,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,207.2,,,1963,mean,1246,2680,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,2944,1869,4020,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,207.3,,,2276,mean,1405,3146,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3413,2108,4719,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,207.5,,,2724,mean,1657,3790,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4086,2486,5686,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,207.8,,,2505,mean,1539,3472,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3758,2309,5207,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,207.9,,,2508,mean,1519,3497,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3763,2279,5246,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,208.1,,,2953,mean,1575,4331,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4430,2362,6497,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,208.3,,,2953,mean,1764,4142,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4430,2646,6213,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,208.4,,,2832,mean,1713,3950,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4248,2570,5925,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,209.2,,,3191,mean,1878,4504,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4787,2817,6757,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,210.0,,,2756,mean,1664,3848,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4134,2496,5772,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,210.3,,,2296,mean,1437,3154,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3443,2156,4731,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,210.8,,,2606,mean,1579,3632,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3908,2369,5448,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,211.6,,,1623,mean,1047,2200,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,2435,1570,3300,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,211.6,,,2237,mean,1367,3106,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3355,2050,4660,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,211.9,,,1942,mean,1220,2664,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,2913,1830,3996,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,213.1,,,2636,mean,1574,3697,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3953,2362,5545,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.0,,,3194,mean,1873,4516,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4792,2809,6774,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.0,,,3088,mean,1803,4373,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4632,2704,6560,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.1,,,3123,mean,1826,4420,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4685,2740,6630,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.2,,,3722,mean,2095,5350,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,5584,3143,8025,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.3,,,3396,mean,1939,4853,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,5094,2908,7279,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.4,,,3218,mean,1867,4569,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4827,2801,6853,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.6,,,3114,mean,1808,4419,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4670,2712,6629,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.6,,,3132,mean,1844,4420,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4699,2767,6630,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,215.7,,,3241,mean,1884,4597,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4861,2826,6896,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,216.0,,,2470,mean,1505,3436,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3705,2257,5154,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,216.2,,,2767,mean,1582,3952,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4151,2374,5927,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,218.2,,,3183,mean,1806,4561,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4775,2708,6841,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,218.8,,,2799,mean,1647,3950,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4198,2471,5925,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,222.0,,,2732,mean,1636,3828,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4098,2454,5742,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,222.3,,,2325,mean,1413,3237,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3487,2119,4856,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,222.4,,,3023,mean,1756,4290,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4534,2634,6435,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,223.2,,,2627,mean,1596,3658,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3941,2394,5488,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,224.3,,,3042,mean,1805,4279,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4563,2708,6419,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,225.8,,,2547,mean,1537,3558,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3821,2306,5336,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,226.2,,,3302,mean,1906,4699,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4954,2859,7049,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,226.6,,,3183,mean,1875,4491,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4774,2812,6736,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,227.1,,,3568,mean,2055,5081,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,5352,3082,7622,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,229.3,,,3320,mean,1936,4704,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4980,2904,7056,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,229.7,,,2446,mean,1505,3387,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3668,2257,5080,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,231.0,,,2516,mean,1541,3492,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3775,2312,5238,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,231.4,,,3231,mean,1900,4562,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4846,2850,6843,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,232.0,,,2143,mean,1335,2950,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,3214,2003,4425,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Schaller et al., 2015",cyclostratigraphy and magnetostratigraphy,232.2,,,2884,mean,1724,4045,16 and 84 percentiles; uncertainty based on Monte Carlo simulations of Breecker (2013); best estimate appears to be mean (not median),appears to be Gaussian---was the uncertainty analysis done correctly?,4326,2586,6067,3000,2000,"Vertisols; S(z) originally calculated with depth-to-Bk-horizon transfer equation of Retallack (2009b), updated here with the transfer function of Breecker and Retallack (2014)"
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,100.0,,,746,mean,373,1492,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),746,560,1119,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,102.5,,,886,mean,443,1772,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),886,664,1328,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,111.5,,,996,mean,498,1992,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),996,747,1494,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,113.5,,,1335,mean,668,2670,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1335,1001,2002,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,115.5,,,986,mean,493,1972,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),986,739,1479,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,116.0,,,1071,mean,536,2142,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1071,803,1606,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,116.5,,,1190,mean,595,2380,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1190,892,1785,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Ludvigson et al., 2015",chronostratigraphy and carbon isotope stratigraphy,119.4,,,1179,mean,590,2358,"16 and 84 percentiles; uncertainty determined originally by varying S(z) from 1500 to 3000 ppm; uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1179,884,1768,2000,2000,Average D13C value (22.5‰) is higher than the threshold proposed by Montañez (2013) for soils suitable for CO2 analysis (16‰); thus these soils may have been water saturated (other sedimentological evidence suggests the same)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.0,,,244,mean,153,403,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),244,153,403,1274,1274,loess unit S9 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.1,,,214,mean,134,353,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),214,134,353,1274,1274,loess unit S11 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.2,,,335,mean,210,552,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),335,210,552,1274,1274,loess unit S12 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.2,,,217,mean,136,357,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),217,136,357,1274,1274,loess unit S13 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.2,,,193,mean,121,319,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),193,121,319,1274,1274,loess unit S13 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.3,,,141,mean,88,233,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),141,88,233,1274,1274,loess unit S15 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.3,,,157,mean,98,258,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),157,98,258,1274,1274,loess unit S16 (Lingtai)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.3,,,196,mean,123,324,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),196,123,324,1274,1274,loess unit S16 (Baoji)
"Da et al., 2015",magnetostratigraphy and magnetic susceptibility,1.4,,,194,mean,122,321,16 and 84 percentiles; uncertainty determined by varying S(z) from 798 to 2103 ppm,right skewed (mode < mean),194,122,321,1274,1274,loess unit S17 (Lingtai)
